gemini_symbolic
"Here are rule-based checking constraints derived from the provided API structure for the `tensorflow` (tf) module:

*   If `tensor` is provided, providing `shape`, `batch_size`, `dtype`, or `sparse` may be redundant or contradictory. These parameters should either not be provided or must match the properties of the provided `tensor`.
*   If provided, `optional` must be a boolean."
"Here are the rule-based checking constraints for the Concatenate API Component based on the provided structure:

*   **Constructor Parameter `axis`**: Must be an integer.
*   **Call Method Input `inputs`**: Must be a list.
*   **Call Method Input `inputs`**: All elements in the list must be tensors.
*   **Call Method Input `inputs`**: The list must contain at least two tensors.
*   **Call Method Input `inputs`**: All tensors in the list must have the same rank.
*   **Call Method Input `inputs`**: All tensors in the list must have the same shape along all dimensions *except* for the dimension specified by the `axis` parameter.
*   **Call Method Input `axis`**: The specified `axis` must be a valid index for the dimensions of the input tensors (i.e., if input tensors have rank N, `axis` must be in the range [-N, N-1])."
"Here are the rule-based checking constraints for the `fetch_california_housing` API component:

**Input Parameter Constraints:**

*   `data_home`: Must be a string, a path-like object, or `None`.
*   `download_if_missing`: Must be a boolean (`True` or `False`).
*   `return_X_y`: Must be a boolean (`True` or `False`).
*   `as_frame`: Must be a boolean (`True` or `False`). (Note: This parameter only affects the return type/attributes when `return_X_y` is `False`).
*   `n_retries`: Must be an integer. Should ideally be non-negative (`>= 0`).
*   `delay`: Must be a number (integer or float). Should ideally be non-negative (`>= 0`).

**Output Constraints (Return Value):**

*   **If `return_X_y` is `False`:**
    *   The return value must be an object of type `sklearn.utils.Bunch`.
    *   The returned Bunch object must have the following attributes: `data`, `target`, `feature_names`, `DESCR`.
    *   The `data` attribute:
        *   Must have a shape of `(20640, 8)`.
        *   If `as_frame` is `True`, must be a `pandas.DataFrame`.
        *   If `as_frame` is `False`, must be an `ndarray`.
    *   The `target` attribute:
        *   Must have a shape of `(20640,)`.
        *   If `as_frame` is `True`, must be a `pandas.Series` or `pandas.DataFrame`.
        *   If `as_frame` is `False`, must be an `ndarray`.
    *   The `feature_names` attribute must be a list of length `8`.
    *   The `DESCR` attribute must be a string.
    *   If `as_frame` is `True`, the Bunch object must also have a `frame` attribute which is a `pandas.DataFrame` combining data and target.

*   **If `return_X_y` is `True`:**
    *   The return value must be a tuple of length `2`.
    *   The first element of the tuple (representing data) must be an `ndarray` with shape `(20640, 8)`.
    *   The second element of the tuple (representing target) must be an `ndarray` with shape `(20640,)`."
"Here are the rule-based checking constraints for the `make_classification` API component parameters:

*   **n_samples**: Must be a positive integer.
*   **n_features**: Must be a positive integer.
*   **n_informative**: Must be a non-negative integer.
*   **n_redundant**: Must be a non-negative integer.
*   **n_repeated**: Must be a non-negative integer.
*   **Feature counts relationship**: The sum of `n_informative`, `n_redundant`, and `n_repeated` must be less than or equal to `n_features`. (`n_informative + n_redundant + n_repeated <= n_features`)
*   **n_classes**: Must be an integer greater than or equal to 2.
*   **n_clusters_per_class**: Must be a positive integer.
*   **weights**:
    *   If not `None`, must be an array-like (list, tuple, numpy array, etc.).
    *   If not `None`, its length must be equal to `n_classes` or `n_classes - 1`.
    *   All elements in `weights` must be non-negative.
*   **flip_y**: Must be a float between 0.0 and 1.0, inclusive.
*   **class_sep**: Must be a non-negative float (typically positive for separation).
*   **hypercube**: Must be a boolean.
*   **shift**: If not `None`, must be a float or an array-like with shape `(n_features,)`.
*   **scale**:
    *   If not `None`, must be a float or an array-like with shape `(n_features,)`.
    *   If a float, it should preferably be positive.
    *   If an array-like, elements should preferably be positive.
*   **shuffle**: Must be a boolean.
*   **random_state**: No strict rule-based type check beyond Python's handling of int, RandomState instance, or None."
"Here are the rule-based checking constraints for the `train_test_split` API component based on the provided structure:

*   **`arrays`**:
    *   Must be provided (required).
    *   Must be a sequence of allowed types (lists, numpy arrays, scipy-sparse matrices, pandas dataframes).
    *   All provided arrays must have the same length (number of samples / shape[0]). There must be at least one array.
*   **`test_size` / `train_size`**:
    *   At least one of `test_size` or `train_size` must be non-None or they must both default to valid values (e.g., test=0.25, train=0.75 if both are None).
    *   If `test_size` is a float, it must be between 0.0 and 1.0 (inclusive of 0.0, exclusive of 1.0 is typical, but description says ""between 0.0 and 1.0"").
    *   If `test_size` is an int, it must be non-negative.
    *   If `train_size` is a float, it must be between 0.0 and 1.0.
    *   If `train_size` is an int, it must be non-negative.
    *   If both `test_size` and `train_size` are provided (not None):
        *   If both are floats, their sum must be less than or equal to 1.0.
        *   If both are ints, their sum must be less than or equal to the total number of samples (length of `arrays`).
        *   (Implicit based on typical usage): It's generally expected that if one is a float, the other, if also specified, should ideally be a float for sum checks, and similarly for ints, although the API might handle float/int combinations by prioritizing one or the other. The primary check is that the implied total size doesn't exceed the dataset size.
*   **`shuffle` / `stratify`**:
    *   If `shuffle` is `False`, then `stratify` must be `None`.
*   **`stratify`**:
    *   If `stratify` is not `None`, it must have the same length as the input `arrays`."
"Here are rule-based checking constraints for the `StandardScaler` based on the provided API structure:

*   **Parameter Constraint (Sparse Data):** If the input data `X` for `fit` or `fit_transform` is a sparse matrix, the `with_mean` parameter must be `False`. Attempting `with_mean=True` with sparse input will raise an exception.
*   **Post-Fit State:** Attributes such as `scale_`, `mean_`, `var_`, `n_features_in_`, `feature_names_in_`, and `n_samples_seen_` should be populated after calling the `fit` or `fit_transform` methods. Calling `transform` before `fit` or `fit_transform` is invalid (requires fitted state).
*   **Attribute Consistency (`scale_`):**
    *   The `scale_` attribute should be an ndarray of shape `(n_features_in_,)` if `with_std` is `True` and the variance is non-zero.
    *   `scale_` must be `None` if the `with_std` parameter is `False`.
    *   If variance is zero for a feature, the corresponding scale factor in `scale_` should be 1 (when `with_std=True`).
*   **Attribute Consistency (`mean_`):**
    *   The `mean_` attribute should be an ndarray of shape `(n_features_in_,)` if `with_mean` is `True` or if `with_std` is `True` (as per the description stating it's None only when both are False).
    *   `mean_` must be `None` if *both* the `with_mean` and `with_std` parameters are `False`.
*   **Attribute Consistency (`var_`):**
    *   The `var_` attribute should be an ndarray of shape `(n_features_in_,)` if `with_mean` is `True` or if `with_std` is `True` (as per the description stating it's None only when both are False).
    *   `var_` must be `None` if *both* the `with_mean` and `with_std` parameters are `False`.
*   **Feature Consistency (`transform`):** The input data `X` for the `transform` method must have the same number of features as the data used during `fit` (matching `n_features_in_`).
*   **Feature Naming Consistency:** The `feature_names_in_` attribute is defined only when the input data `X` during `fit` had feature names that were all strings.
*   **NaN Handling:**
    *   NaN values in the input data `X` for `fit` are disregarded when calculating statistics (`mean_`, `var_`).
    *   NaN values in the input data `X` for `transform` should be maintained in the output (the output should also have NaNs in corresponding positions)."
"Here are rule-based checking constraints for the `LogisticRegression` API component based on the provided structure:

*   **Solver and Penalty Compatibility:**
    *   If `solver` is 'lbfgs', `penalty` must be 'l2' or None.
    *   If `solver` is 'liblinear', `penalty` must be 'l1' or 'l2'.
    *   If `solver` is 'newton-cg', `penalty` must be 'l2' or None.
    *   If `solver` is 'newton-cholesky', `penalty` must be 'l2' or None.
    *   If `solver` is 'sag', `penalty` must be 'l2' or None.
    *   If `solver` is 'saga', `penalty` can be 'elasticnet', 'l1', 'l2', or None.

*   **Dual Formulation:**
    *   If `dual` is set to True, `penalty` must be 'l2' and `solver` must be 'liblinear'.

*   **Regularization Strength (C):**
    *   `C` must be a positive float (C > 0).

*   **Tolerance (tol):**
    *   `tol` must be a positive float (tol > 0).

*   **Maximum Iterations (max_iter):**
    *   `max_iter` must be a positive integer (max_iter > 0).

*   **Solver and Multi-class Compatibility:**
    *   If `solver` is 'liblinear', `multi_class` cannot be 'multinomial'.
    *   If `solver` is 'newton-cholesky', `multi_class` cannot be 'multinomial'.

*   **Elastic-Net Mixing (l1_ratio):**
    *   The `l1_ratio` parameter is only used when `penalty` is 'elasticnet'. If `penalty` is not 'elasticnet', `l1_ratio` is ignored.
    *   If `penalty` is 'elasticnet', `l1_ratio` must be a float between 0 and 1, inclusive (0 <= l1_ratio <= 1).

*   **Intercept Scaling:**
    *   The `intercept_scaling` parameter is only applied when `solver` is 'liblinear' and `fit_intercept` is True.

*   **Warm Start:**
    *   Setting `warm_start=True` has no effect when `solver` is 'liblinear'.

*   **Parallel Jobs (n_jobs):**
    *   The `n_jobs` parameter is ignored when `solver` is 'liblinear'."
"Here are rule-based checking constraints for the `make_pipeline` function based on the provided API structure:

*   **steps**:
    *   Must be a sequence (like a tuple or list) of objects.
    *   The sequence must not be empty (it must contain at least one step).
    *   Each element within the sequence must be a scikit-learn Estimator object (i.e., it should typically have a `fit` method).
*   **memory**:
    *   Must be `None`, a string (representing a path), or an object that conforms to the `joblib.Memory` interface.
*   **transform_input**:
    *   Must be `None` or a list.
    *   If it is a list, all elements within the list must be strings.
    *   *(Note: While not an input constraint on the value itself, effective use of a non-None value requires metadata routing to be enabled via `sklearn.set_config`).*
*   **verbose**:
    *   Must be a boolean (`True` or `False`)."
"Here are rule-based checking constraints for the `PCA` component based on the provided API structure:

*   **n_components**:
    *   Must be an integer > 0, a float in the range (0, 1), the string 'mle', or None.
    *   If `n_components` is a float, `svd_solver` should typically be 'full'. (Though the description only explicitly links `0 < n_components < 1` and `svd_solver == 'full'`, other solvers might technically accept it but ignore it).
    *   If `n_components` is 'mle', `svd_solver` must be 'full' or 'auto'.
    *   *(Constraint applied during fit)*: If `svd_solver` is 'arpack' and `n_components` is an integer, it must be strictly less than `min(n_samples, n_features)` of the training data.

*   **copy**:
    *   Must be a boolean (True or False).

*   **whiten**:
    *   Must be a boolean (True or False).

*   **svd_solver**:
    *   Must be one of the strings: 'auto', 'full', 'covariance_eigh', 'arpack', or 'randomized'.

*   **tol**:
    *   Must be a float.
    *   Must be greater than or equal to 0.0.
    *   This parameter is only used when `svd_solver` is 'arpack'; it is ignored otherwise.

*   **iterated_power**:
    *   Must be an integer or the string 'auto'.
    *   If an integer, must be greater than or equal to 0.
    *   This parameter is only used when `svd_solver` is 'randomized'; it is ignored otherwise.

*   **n_oversamples**:
    *   Must be an integer.
    *   This parameter is only used when `svd_solver` is 'randomized'; it is ignored otherwise.

*   **power_iteration_normalizer**:
    *   Must be one of the strings: 'auto', 'QR', 'LU', or 'none'.
    *   This parameter is only used when `svd_solver` is 'randomized'; it is ignored otherwise.

*   **random_state**:
    *   Must be an integer, a `RandomState` instance, or None.
    *   This parameter is only used when `svd_solver` is 'arpack' or 'randomized'; it is ignored otherwise."
"Based on the provided API structure for `torch`, the following rule-based checking constraints can be derived:

*   The `torch` package must contain a fundamental type named `Tensor` which functions as a multi-dimensional data structure.
*   Functions categorized under ""Mathematical Operations"" must operate on `Tensor` objects (i.e., take Tensors as input or produce Tensors as output), as they are described as being ""defined over Tensors"".
*   Utilities categorized under ""Serialization Utilities"" must support the serialization and deserialization of `Tensor` objects."
"Based on the common structure and usage patterns of the `torch.nn` component in PyTorch, here are rule-based checking constraints:

*   **Module Definition:**
    *   Any custom layer or model must inherit from `torch.nn.Module`.
    *   Subclasses of `torch.nn.Module` must implement a `forward` method.

*   **Module Initialization (`__init__`):**
    *   Parameters (`nn.Parameter`) and submodules (`nn.Module` instances) intended to be part of the module's state must be assigned as attributes within the `__init__` method.
    *   Non-parameter state (buffers) that need to be saved/loaded should be registered using `self.register_buffer()`.

*   **Forward Pass (`forward` method):**
    *   The `forward` method should accept tensor inputs and produce tensor outputs.
    *   Operations within `forward` should primarily use PyTorch tensor operations or call the `forward` methods of registered submodules.

*   **Layer Connectivity and Shape Compatibility:**
    *   The output shape of one layer must be compatible with the expected input shape of the subsequent layer. This is especially critical for dimensions representing features, channels, height, and width.
    *   Layer-specific parameters (e.g., `in_features`, `out_features`, `in_channels`, `out_channels`, `kernel_size`, `stride`, `padding`) must be provided with correct types and values (e.g., positive integers, tuples of positive integers).

*   **Data Type Consistency:**
    *   Input tensors passed to a module must have a data type compatible with the module's parameters (e.g., typically `float32` or `float16`). Mixing dtypes without explicit casting is often an error.

*   **Device Consistency:**
    *   All parameters and buffers within a single `nn.Module` instance should ideally reside on the same device (CPU or a specific GPU).
    *   Input tensors passed to a module's `forward` method must be on the same device as the module's parameters.

*   **Loss Function Usage:**
    *   The shape and data type of the model's output tensor must be compatible with the target tensor shape and type expected by the chosen loss function (`nn._Loss` subclass)."
"Based on the provided API structure for `torch.optim`, here are rule-based checking constraints:

*   **Package Existence:** The `torch.optim` package must be a valid and importable Python module.
*   **Presence of Multiple Optimizer Types:** The `torch.optim` package must contain multiple public members that are Python classes, representing distinct optimization algorithms.
*   **Optimizer Types are Classes:** Each identified component categorized as an ""Optimization Algorithm"" within `torch.optim` must be a Python class (`type`).
*   **Interface Adherence - `step` Method:** Instances of the optimization algorithm classes must expose a public method named `step`.
*   **Interface Adherence - `zero_grad` Method:** Instances of the optimization algorithm classes must expose a public method named `zero_grad`."
"Based on the general knowledge of the `torchvision` library, here are rule-based checking constraints for its components:

*   **Input Types and Formats:**
    *   Verify that image inputs are either PIL Images, NumPy arrays, or PyTorch Tensors as expected by the specific function or transform.
    *   Check that input Tensors have the correct dimensionality (e.g., `[C, H, W]` for transforms or `[N, C, H, W]` for models) and data type (e.g., `uint8`, `float32`).
    *   Ensure bounding box data follows the expected format ('xyxy', 'xywh') as specified by operations (`torchvision.ops`).

*   **Parameter Validation:**
    *   Check if required arguments (like `root` for datasets, `pretrained` for models, `mean`/`std` for Normalize) are provided.
    *   Validate that boolean arguments (`train`, `download`, `pretrained`) are indeed booleans.
    *   Ensure numerical parameters (e.g., sizes, probabilities, degrees for transforms) are within valid ranges or of the correct type.
    *   For dataset constructors, verify that the specified dataset name or parameters are valid for the available classes.

*   **File and Path Handling:**
    *   Check if file paths provided to I/O functions (`torchvision.io`, `torchvision.utils.save_image`) or dataset constructors (`root`) are valid and accessible.
    *   If `download=True` for datasets, verify that the `root` directory is writable.
    *   Ensure image/video files being read (`torchvision.io.read_image`, `read_video`) are in supported formats.

*   **Transform Composition:**
    *   Verify that `torchvision.transforms.Compose` is passed a list of valid transform objects.
    *   Check that the output type of one transform is compatible with the expected input type of the next transform in a composition.

*   **Model Usage:**
    *   If loading a pretrained model (`pretrained=True`), check for potential network connectivity issues during instantiation.
    *   Ensure the number of output classes for classification models matches the number of classes in the dataset being used, unless the model's final layer is explicitly modified.

*   **Normalization:**
    *   Ensure `torchvision.transforms.Normalize` is applied *after* `ToTensor` (or an equivalent step that scales pixel values to [0, 1] and changes format to CHW and type to float).
    *   Check that the `mean` and `std` lists/tuples for `Normalize` have the correct length matching the number of channels.

*   **Utility Function Inputs:**
    *   For `torchvision.utils.make_grid`, check if the input tensor is either a batch (`NCHW`) or a list of individual images (`CHW`).
    *   For `torchvision.utils.save_image`, verify that the input tensor's value range is appropriate for saving (e.g., [0, 1]) or that `normalize=True` or `range` is correctly specified.

*   **Dependencies:**
    *   Note that some functionalities might require additional dependencies (e.g., `pillow`, `pyav`, `jpeg4py`); checks could flag their absence if a specific function is called."
"Okay, despite the lack of explicit documentation, the name `torchvision.transforms` strongly implies a module providing image transformation functionalities for use with PyTorch and torchvision. Based on common patterns in libraries like this, we can infer likely constraints.

Here are rule-based checking constraints based on the expected nature of `torchvision.transforms`:

*   **Input Data Type:** Transforms are expected to operate on specific image data types, typically PIL Images or PyTorch Tensors. A check should ensure the input is one of the accepted types.
*   **Output Data Type:** Transforms should produce an output in an expected image data type, often the same as the input or converted to a PyTorch Tensor (especially `ToTensor`).
*   **Parameter Types:** Parameters for individual transforms (e.g., size, angle, probability, mean, std, interpolation) must match the expected data types (e.g., int, float, tuple of int/float, boolean, string from a valid set).
*   **Parameter Ranges/Values:** Numeric parameters should fall within valid ranges (e.g., positive values for size, probabilities between 0 and 1, angles within a defined range). String parameters should be from a predefined set of allowed options (e.g., interpolation modes).
*   **Parameter Structure:** For parameters that are sequences (e.g., `size=(h, w)`, `mean=(r, g, b)`), checks should ensure the sequence has the correct length and its elements are of the correct type and value.
*   **Transform Compatibility:** When chaining transforms (e.g., using `Compose`), the output format/type of one transform must be compatible with the expected input format/type of the next transform in the sequence.
*   **`Compose` Input:** The `Compose` transform constructor should receive a list or tuple of callable transform objects (instances of transform classes or functions).
*   **Callable Check:** Individual elements intended as transforms within `Compose` or when used alone should be callable objects (i.e., instances with a `__call__` method or functions).
*   **Channel Consistency:** Transforms that operate on image channels (e.g., normalization, color jitter) require the input image to have a compatible number of channels (e.g., 3 for color, 1 for grayscale) based on the transform's design and parameters.
*   **Dimension Compatibility:** Geometric transforms (e.g., crop, resize, rotate) require input image dimensions that are compatible with the requested operation and output size/shape."
"Here are rule-based checking constraints for the components described in the provided JSON structure for `torch.nn.functional`:

*   **For the `FunctionalInterfaceType` component:**
    *   The type must be defined within the `types` list in the API structure.
    *   The type must have the specific `name` ""FunctionalInterfaceType"".
    *   The type's `kind` property must be exactly ""interface"".
    *   The type's `is_functional` property must be set to `true`.
    *   The type must contain exactly one method object within its `methods` list.
    *   This single method object within the `methods` list must have its `is_abstract` property set to `true`.
    *   The type must have at least one relationship defined in its `relationships` list where the `type` is ""contains"" and the `target` is ""singleAbstractMethod"".

*   **For the `singleAbstractMethod` component (as defined within `FunctionalInterfaceType`):**
    *   The method must be defined within the `methods` list of the `FunctionalInterfaceType` component.
    *   The method must have the specific `name` ""singleAbstractMethod"".
    *   The method's `is_abstract` property must be set to `true`.
    *   The method's `parameters` property must be an empty list (`[]`).
    *   The method's `return_type` property must be the string ""unknown""."
"Based on the provided API structure for the `Dataset` component, here are rule-based checking constraints:

*   The `Dataset` class is an abstract class and must be subclassed by user implementations, not instantiated directly.
*   Any concrete subclass of `Dataset` must implement the `__getitem__` method.
*   The `__getitem__` method must accept one argument (the `key`) and return a data `sample`.
*   The `__len__` method is optional to implement for subclasses.
*   If implemented, the `__len__` method must take no arguments and return an integer.
*   The `__getitems__` method is optional to implement for subclasses.
*   If implemented, the `__getitems__` method must accept one argument (a list of `keys`) and return a list of `samples`.
*   For compatibility with default `Sampler` and `DataLoader` implementations, the `__len__` method is expected to be implemented.
*   If a dataset uses non-integral keys (keys that are not integers), a custom `Sampler` must be provided when using it with `DataLoader`."
"Here are the rule-based checking constraints for the `DataLoader` component:

*   The `dataset` parameter is required and must be provided.
*   `shuffle` is mutually exclusive with `sampler`. If `sampler` is specified, `shuffle` must be `False`.
*   `shuffle` is mutually exclusive with `batch_sampler`. If `batch_sampler` is specified, `shuffle` must be `False`.
*   `batch_sampler` is mutually exclusive with `batch_size`. If `batch_sampler` is specified, `batch_size` must not be specified (or effectively ignored).
*   `batch_sampler` is mutually exclusive with `shuffle`. If `batch_sampler` is specified, `shuffle` must be `False`.
*   `batch_sampler` is mutually exclusive with `sampler`. Only one of `sampler` or `batch_sampler` can be specified.
*   `batch_sampler` is mutually exclusive with `drop_last`. If `batch_sampler` is specified, `drop_last` must not be specified (or effectively ignored).
*   If `sampler` or `batch_sampler` is provided and it is an `Iterable` but *not* a subclass of `Sampler`, it must implement the `__len__` method.
*   The `num_workers` parameter must be a non-negative integer (implicitly, although not explicitly stated as a constraint, 0 is allowed).
*   The `timeout` parameter must be a non-negative numeric value.
*   If the 'spawn' multiprocessing start method is used, the `worker_init_fn` parameter cannot be an unpicklable object (like a lambda function).
*   The `prefetch_factor` parameter is a keyword-only argument.
*   The `pin_memory_device` parameter requires `pin_memory` to be set to `True`.
*   The `in_order` parameter setting only applies when `num_workers` is greater than 0."
"Based on the common structure and usage of `torchvision.datasets`, despite the empty extracted structure, the following rule-based checking constraints would typically apply to the components (specifically, the Dataset types expected within this module):

*   **Dataset Class Identification:** Any object identified as a dataset class within `torchvision.datasets` should inherit from `torch.utils.data.Dataset`.
*   **Constructor Signature:** Dataset class constructors (`__init__`) should accept standard arguments such as `root` (str), `train` (bool), and `download` (bool). They should also typically accept optional `transform` and `target_transform` arguments (callable).
*   **Instance Methods:** Instantiated dataset objects must implement the `__len__()` method.
*   **Instance Methods:** Instantiated dataset objects must implement the `__getitem__(index)` method.
*   **`__len__` Return Type:** The `__len__()` method must return a non-negative integer representing the size of the dataset.
*   **`__getitem__` Behavior:** The `__getitem__(index)` method should return a data sample (typically a tuple like (data, target)) for a valid integer index.
*   **Download Functionality:** If `download=True` is passed to the constructor and data is not found in the `root` directory, the constructor (or first access) should attempt to download the necessary data.
*   **Data Presence Check:** If `download=False` is passed and data is not found in the `root` directory, the constructor or `__getitem__` access should raise an appropriate error (e.g., `FileNotFoundError`).
*   **Transformation Application:** If `transform` or `target_transform` are provided, the `__getitem__` method should apply these transformations to the respective components of the data sample before returning."
"Here are the rule-based checking constraints for the `ToTensor` component based on the provided structure:

*   **Input Type:** The input must be either a `PIL.Image.Image` object or a `numpy.ndarray`.
*   **Input ndarray Shape:** If the input is a `numpy.ndarray`, its expected shape is `(H x W x C)`.
*   **Output Shape:** The output tensor will have the shape `(C x H x W)`, regardless of the input type (PIL or ndarray) or whether scaling is applied.
*   **Scaling Condition (ndarray):** Scaling from the input range (expected `[0, 255]`) to `[0.0, 1.0]` in the output occurs if the input is a `numpy.ndarray` with `dtype` `np.uint8`.
*   **Scaling Condition (PIL Image):** Scaling from the input range (expected `[0, 255]`) to `[0.0, 1.0]` in the output occurs if the input is a `PIL.Image.Image` with one of the following modes: `L`, `LA`, `P`, `I`, `F`, `RGB`, `YCbCr`, `RGBA`, `CMYK`, `1`.
*   **Output Type & Range (Scaling):** If scaling is applied (based on the above conditions), the output will be a `torch.FloatTensor` with values within the `[0.0, 1.0]` range.
*   **Output Type & Range (No Scaling):** If scaling is NOT applied (e.g., ndarray with non-uint8 dtype, or PIL Image with a mode not listed for scaling), the output will be a `torch.Tensor` whose value range depends directly on the input range (values are converted but not scaled to `[0, 1]`).
*   **Compatibility:** The `ToTensor` transform does not support torchscript.
*   **Usage Warning:** This transform should generally not be used when transforming target image masks, as the potential scaling to `[0.0, 1.0]` is usually undesired for discrete mask values."
"Here are rule-based checking constraints based on the provided NumPy API structure:

*   **NumPy Module:**
    *   Must contain subpackages: `lib`, `random`, `linalg`, `fft`, `polynomial`, `testing`, `distutils`.
